Tdiff_P_R,Delta_P_Q,d_PQ,AmpDiff_R_P,Slope_P_Q,Angle_PQR,QRS_centroid_time,label,record
0.13055555555555465,0.1083333333333325,1.845147626906418,5.655958601906653,-17.00259337299287,3.079881368433119,8.325,+,100
0.16666666666666785,0.1444444444444457,1.8584534794702035,5.196883102496571,-12.827207261962148,3.060638114659958,9.116666666666667,+,100
0.16666666666666607,0.14444444444444393,1.739087551798642,5.183070092010759,-11.998153160741351,3.055225214726914,9.886111111111111,+,100
0.18888888888888822,0.16388888888888786,1.734460858752406,5.844554388361777,-10.53573588039314,3.043658937245111,10.726851851851853,+,100
0.15000000000000036,0.12222222222222179,1.9255926573222988,5.574519624952021,-15.722952082137352,3.0743708562205843,11.581481481481482,+,100
0.18333333333333357,0.15555555555555678,1.788015624724474,5.17408561528824,-11.450730428529152,3.050488936860275,12.403703703703703,+,100
0.17499999999999893,0.15000000000000036,1.6521910392133143,5.571126270040276,-10.969045606104451,3.047213776244085,13.233333333333334,+,100
0.1722222222222225,0.14722222222222214,1.7568823971226704,5.753727588076611,-11.891487512737163,3.0543646253096837,14.054629629629629,+,100
0.1694444444444443,0.14444444444444393,1.899165156686235,5.1674861922093145,-13.109892148536273,3.061920905921583,14.849074074074073,+,100
0.13888888888888928,0.10277777777777786,1.5841170909283713,6.430819199591266,-15.38040721476638,3.0721584278590752,15.646296296296297,+,100
0.17222222222222427,0.14722222222222214,1.7968964581293956,5.73211647007059,-12.164217133481234,3.0562453153866267,16.43796296296296,+,100
0.18611111111111356,0.158333333333335,1.861037868571421,6.107320604673077,-11.711233170307732,3.052921997200365,17.259259259259263,+,100
0.14722222222222214,0.11944444444444358,1.825899144748831,5.664168528028526,-15.253726327035091,3.072417534156198,18.128703703703703,+,100
0.18333333333333357,0.15833333333333144,1.8242285548754615,5.571364825705746,-11.477891631835831,3.051304279862501,18.951851851851853,+,100
0.18333333333333002,0.15833333333333144,1.8447162075904884,5.820920675214536,-11.607771199134065,3.0523912048338784,19.737037037037037,+,100
0.13888888888888928,0.10277777777777786,1.9227992959847622,6.68186538277758,-18.681390511688402,3.0839159527265703,20.528703703703705,+,100
0.1750000000000007,0.15277777777777857,2.015930476178798,5.374876029045233,-13.15714799345875,3.0627247401753865,21.302777777777777,+,100
0.18888888888888644,0.16388888888888786,1.7731803222721552,5.77023710391788,-10.77302724195088,3.045715777275352,22.09074074074074,+,100
0.18055555555555358,0.14444444444444215,1.8664276563666236,6.206929504669752,-12.882579504255025,3.059647573199779,22.90092592592593,+,100
0.13888888888888928,0.11388888888888715,1.8763751568493554,5.848544350566246,-16.444968672238904,3.077620302983376,23.71759259259259,+,100
0.14166666666666572,0.11666666666666714,1.9353688719600022,5.404267303099699,-16.558566003590723,3.077865837393834,24.546296296296294,+,100
0.17777777777777715,0.15277777777777857,1.8513955419731265,5.86979621333572,-12.076815669041464,3.055737082334384,25.39074074074074,+,100
0.13055555555555642,0.10277777777777786,1.826921364451671,7.098757881760906,-17.747127466152442,3.0821914240458512,26.196296296296296,+,100
0.1361111111111093,0.11111111111111072,1.9287225161965968,5.588017949649668,-17.329518413940615,3.0806236397629827,26.9712962962963,+,100
0.1750000000000007,0.15000000000000213,2.0258582096757567,5.25942351335057,-13.468559380030403,3.0640470808323657,27.770370370370372,+,100
0.17499999999999716,0.15277777777777146,1.9062763371692284,5.332081464781102,-12.437226847428951,3.058288469394846,67.625,N,100
0.16944444444443718,0.1444444444444457,1.7476700084006414,5.530294902869917,-12.057774750868258,3.05540979461285,68.40185185185186,N,100
0.13055555555555998,0.09999999999999432,1.8371218108986915,7.378044179160076,-18.343797994849925,3.083814985684463,69.20092592592592,N,100
0.17499999999999716,0.15000000000000568,1.87233520700455,5.6601945742669395,-12.442030355921975,3.0580704199314654,69.99074074074073,N,100
0.18333333333333712,0.15833333333333144,1.8691898980937294,5.441779617424128,-11.762905878756706,3.0533606196343572,70.79074074074073,N,100
0.18333333333333712,0.15277777777777146,1.6990938879218835,6.1816658623472724,-11.076219466205618,3.047672440164381,71.60925925925926,N,100
0.1888888888888971,0.15555555555556566,2.191287983871994,5.888803593504725,-14.051222073817256,3.06641579433135,72.46296296296298,N,100
0.18055555555555713,0.15555555555555145,1.8888679411410763,5.48785230518338,-12.10139770196162,3.055752612327142,73.29351851851852,N,100
0.12777777777778,0.1055555555555685,1.8699515116018761,5.318846277153954,-17.686915887930237,3.0820205979597493,74.08333333333333,N,100
0.16944444444443718,0.1444444444444457,1.9475652897388607,6.078670137823572,-13.445916751521409,3.064240129590565,74.8648148148148,N,100
0.1666666666666714,0.14166666666667993,1.9377096179254825,5.989789709901015,-13.641249789114356,3.0652605109347415,75.6574074074074,N,100
0.17500000000001137,0.15000000000000568,2.063474368739387,5.211905430500333,-13.720009715992457,3.0653958617056287,76.48703703703704,N,100
0.17222222222221717,0.1444444444444457,1.9339982983948893,5.958564182665556,-13.35173085362961,3.0633133682723725,77.31481481481482,N,100
0.17777777777777715,0.1444444444444457,2.0405644010749153,6.236544490174022,-14.091449053042044,3.066716457594723,78.14074074074074,N,100
0.1861111111111029,0.15833333333333144,1.9365485016679418,5.946860825267397,-12.189806814284843,3.056213478154398,78.97314814814814,N,100
0.14166666666667993,0.11666666666667425,1.9939320221341534,5.17654352329531,-17.061419153872123,3.0795590685777716,79.79351851851852,N,100
0.17499999999999716,0.14166666666666572,1.9743733840492164,5.1838000263510455,-13.900732518620691,3.065117333402969,80.59074074074074,N,100
0.13611111111110574,0.11111111111111427,2.0849660765713804,5.5873211676185734,-18.737861319110767,3.0850149967349636,81.37037037037037,N,100
0.16111111111111143,0.13055555555554577,1.9079046070119485,6.70288878230907,-14.57937121502431,3.069559182053344,82.16481481481482,N,100
0.1861111111111029,0.15833333333333144,1.9706446202846175,5.998542955292097,-12.405860172478386,3.0576708168957905,82.97962962962963,N,100
0.17499999999999716,0.14999999999999147,1.7668982697637796,5.768484117291652,-11.736719531039208,3.05327448763348,83.83796296296296,N,100
0.14166666666666572,0.11666666666666003,1.8969482462995855,6.133437787943336,-16.22863701337363,3.0769359497289104,84.68425925925926,N,100
0.17499999999999716,0.15277777777777146,1.981808631391038,5.436065677659268,-12.933151185333418,3.0614270276244886,85.49722222222222,N,100
0.17500000000001137,0.15000000000000568,1.949968200191663,5.55258813714773,-12.961182360187808,3.0612566516952766,86.28981481481482,N,100
0.15555555555556566,0.13055555555553156,1.8792360121623102,5.643946925500144,-14.359259839416419,3.0687379450910766,360.5490740740741,N,100
0.15277777777777146,0.1222222222222058,1.8734876512604082,5.428459839687347,-15.295756498526103,3.072120593411911,361.26666666666665,N,100
0.13888888888891415,0.11388888888888005,1.7615369026632832,5.743731048768306,-15.434657346454353,3.073560659952395,361.99351851851856,N,100
0.1361111111110631,0.11111111111108585,1.9970232766049894,5.661555755086038,-17.945207236953404,3.0826588128595565,362.68703703703704,N,100
0.17222222222221717,0.13611111111111995,2.0562167205488344,5.480261193583292,-15.073653811456415,3.0705540415702814,363.38055555555553,N,100
0.1361111111110631,0.11111111111108585,1.8522374552973122,5.760029882701441,-16.639966551656364,3.0782823888534288,364.0907407407407,N,100
0.1416666666666515,0.11666666666667425,1.8230938915208432,5.918713366324903,-15.594355689331906,3.0743232959746782,364.7935185185185,N,100
0.1472222222222399,0.1222222222222058,1.9632950979513937,5.2564618924515045,-16.03203533203958,3.0758331491327318,365.5101851851852,N,100
0.15277777777777146,0.125,1.7548615273870336,5.880289575009739,-14.003119557053525,3.066660341254605,367.0037037037037,N,100
0.1472222222222399,0.1194444444444116,1.749592595078979,5.505321066900696,-14.613454816007943,3.0694375986621663,367.72222222222223,N,100
0.13888888888891415,0.11666666666667425,1.888068806887719,5.190209337683931,-16.152383152559505,3.0766194936544884,368.4129629629629,N,100
0.14166666666670835,0.11666666666667425,1.8145305257597804,5.692345569169793,-15.520804570394974,3.0739194676702075,369.11759259259264,N,100
0.13333333333332575,0.10833333333329165,2.028361642020164,5.362521023223117,-18.696441940581767,3.084772917915335,369.80925925925925,N,100
0.1388888888888573,0.11388888888888005,1.8522006114136822,5.033046611128862,-16.232309028487162,3.0764314343060017,370.524074074074,N,100
0.15833333333335986,0.13055555555553156,1.798025007610756,5.5944078580179575,-13.735647985631937,3.065157188478361,371.2814814814815,N,100
0.14722222222218306,0.1222222222222058,1.9961670349288274,5.628998912184288,-16.301499390728136,3.077044644268236,372.0351851851852,N,100
0.1472222222222399,0.12222222222226264,1.8562161272070172,5.2425882166459195,-15.154140697391856,3.072175361880103,372.7675925925926,N,100
0.1416666666666515,0.11666666666667425,2.0046868927280217,4.805827139750987,-17.15376032080435,3.079689007576286,373.50740740740747,N,100
0.1444444444444457,0.11944444444446844,1.6781727105725326,5.143082659668217,-14.014067879820347,3.0666886713046098,374.26851851851853,N,100
0.13611111111111995,0.11388888888888005,2.0080104513402617,5.272421785088777,-17.60277523651078,3.081790110988113,374.96944444444443,N,100
0.13611111111111995,0.11388888888888005,2.032957017821253,4.950514821765194,-17.82216515540821,3.0823572627798885,375.675,N,100
0.1361111111110631,0.11111111111108585,1.9140929046913562,5.342779045852154,-17.19763238917135,3.0800633395666264,376.40000000000003,N,100
0.13611111111111995,0.11111111111108585,1.769246367027122,5.348786029312541,-15.891642566724466,3.075234808238667,377.1657407407408,N,100
0.14444444444438886,0.1194444444444116,2.101546393167775,5.164324640607143,-17.565753619699333,3.0812821300178697,377.94629629629634,N,100
0.15277777777777146,0.1277777777777942,1.9788009797670183,4.912463469096508,-15.453827200101356,3.0733433450173084,378.7490740740741,N,100
0.1388888888888573,0.11111111111108585,1.8572723031338692,6.0444892722509485,-16.68536130269726,3.078214089597839,379.5268518518519,N,100
0.14999999999997726,0.125,1.9734829239248863,5.095213719438669,-15.756035618360885,3.0746706723377715,652.662962962963,N,100
0.18055555555554292,0.15555555555556566,1.903739034977781,5.431146902235102,-12.197320261162519,3.056378752759182,653.4685185185185,N,100
0.1527777777778283,0.12222222222226264,2.1875644407890595,5.069154391376974,-17.870150785055223,3.0814785115199466,654.2935185185185,N,100
0.14444444444450255,0.11944444444452529,1.9763887249388987,5.195077935880209,-16.516126485635507,3.077631216543341,655.0759259259258,N,100
0.1472222222222399,0.12222222222214896,2.0680850000260786,5.205235798977002,-16.890981795689513,3.0790189942191115,655.8546296296296,N,100
0.1416666666666515,0.11666666666667425,1.9624078193266896,5.527237980027856,-16.790742831145735,3.0787662430346714,656.6388888888888,N,100
0.14444444444450255,0.10833333333334849,1.9801267443228159,6.3471769759787975,-18.250548905948897,3.082516006402922,657.3981481481482,N,100
0.13888888888891415,0.10555555555549745,1.8857459921288962,5.32087938037857,-17.836783348148323,3.0809594402137126,658.1268518518518,N,100
0.15000000000009095,0.125,1.9442152515127311,5.286112530835668,-15.52141790506597,3.073794367310549,658.9018518518518,N,100
0.17777777777780557,0.15277777777771462,1.9760668144058344,5.351958025816081,-12.895456127303618,3.0607861905082676,659.7074074074075,N,100
0.14999999999997726,0.125,2.062426688202916,5.415062156129407,-16.46894976588625,3.0776012067521803,660.5074074074074,N,100
0.18333333333328028,0.15277777777771462,1.9968021021917959,4.9060497162801395,-13.031580334081763,3.060575447018725,661.3027777777778,N,100
0.17777777777780557,0.15555555555556566,2.0476800493912872,4.900633274134757,-13.125534758730602,3.062350848472673,662.0638888888889,N,100
0.13888888888891415,0.11111111111119953,1.9060733864193131,6.482315696101642,-17.12533494842432,3.0799526545807576,662.8046296296296,N,100
0.1416666666667652,0.11666666666667425,2.0955154291648244,5.311209960156436,-17.93354827596682,3.082511533206526,663.5657407407407,N,100
0.1416666666667652,0.10833333333334849,1.948515486317175,5.733564407061887,-17.95831057118007,3.0816241971918776,664.3212962962963,N,100
0.1416666666666515,0.11666666666667425,1.9053429470974728,5.303506592224884,-16.300726843273665,3.0768522150199464,665.0907407407408,N,100
0.15277777777771462,0.125,1.830802631834086,6.230000008032067,-14.612126247379571,3.069814642664682,665.8814814814815,N,100
0.18611111111113132,0.15000000000009095,1.9162669452105616,6.67273208620573,-12.735829327331032,3.0590273652755777,667.4037037037037,N,100
0.1472222222222399,0.12222222222214896,2.189227467594517,4.968357365697609,-17.88377852739051,3.0822391576121864,668.1675925925925,N,100
0.1361111111110631,0.10000000000002274,1.684799589153268,6.909858024244571,-16.818124406321804,3.0779994184800707,668.9120370370371,N,100
0.1361111111110631,0.1138888888888232,2.0279745860306773,5.576091718813968,-17.77834837777043,3.082479427987567,669.624074074074,N,100
0.1416666666666515,0.1194444444444116,2.0803030060009258,5.138754026809243,-17.38761258757419,3.081063383867162,670.3277777777777,N,100
0.15277777777771462,0.12222222222214896,1.8130595133608454,6.3370271975488315,-14.800257747296719,3.070377412933224,671.0777777777777,N,100
0.1472222222222399,0.12222222222226264,1.8981473736196972,6.540616609160372,-15.497941316342837,3.0741929861015715,671.8185185185185,N,100
0.19444444444445708,0.1694444444444798,1.7773012274747477,5.803557445690637,-10.44115138746659,3.042807533967477,936.051851851852,N,100
0.16944444444436613,0.14444444444438886,1.8947870902124953,5.998906187372286,-13.079494416205517,3.0621159487935308,937.6962962962963,N,100
0.13888888888891415,0.10555555555561114,1.7417188693148307,6.254230050077113,-16.470008522485337,3.076779719316409,938.5046296296296,N,100
